1,41,1.0
1,44,0.9784018804176787
1,126,0.4742776755337726
1,34,0.45605818621314803
1,62,0.2342615083367015
1,81,0.19291939553518522
1,20,0.17797847251380294
1,155,0.15360995459842958
1,153,0.1430247570015343
1,114,0.11094738990021072
1,15,0.0925277726546773
1,125,0.06334441231061423
1,30,0.0594360316594529
1,61,0.038979818472199876
1,59,0.03845203012121474
1,48,0.03818519288800292
1,29,0.03313882991873237
1,77,0.029571843963003802
1,2,0.029151967728391088
1,92,0.02584397085195635
1,102,0.025310296385532713
1,100,0.024913964612673985
1,149,0.023860349949183204
1,31,0.02248888505201364
1,9,0.02199052727822098
2,77,1.0
2,61,0.671359945560656
2,115,0.3789128278471085
2,48,0.35797905469308666
2,85,0.2868503610066665
2,148,0.2550863878572582
2,155,0.2263269590090194
2,158,0.20441858319300593
2,154,0.18145198495997786
2,106,0.1712878595649466
2,33,0.12382932342967867
2,59,0.12257214366450601
2,131,0.1210381536758091
2,41,0.10664690549237618
2,102,0.09642799474060575
2,30,0.08308631865470231
2,62,0.08067287951835021
2,105,0.06633641669165648
2,90,0.06577991280477959
2,150,0.06345009342345044
2,36,0.06276383474429656
2,156,0.061789232082304905
2,25,0.05954014901617033
2,159,0.05923738783419068
2,140,0.05893174321238264
3,86,1.0
3,94,0.9203432310400245
3,52,0.6097707966633504
3,76,0.5065527665110584
3,32,0.5059979337261804
3,114,0.48030343613683324
3,81,0.4631323180531109
3,34,0.4622618045458024
3,95,0.44249827810515036
3,18,0.41900397949031915
3,73,0.3996517945970766
3,125,0.39925958521466287
3,119,0.38839251549705367
3,87,0.3760427029922706
3,2,0.3576853906788092
3,1,0.3475070789010484
3,74,0.327963572357848
3,82,0.3199950256371011
3,79,0.3039240070406367
3,149,0.29322912680798957
3,48,0.27452743552460396
3,9,0.2679555368485498
3,150,0.24545611081349966
3,5,0.24166794214433304
3,132,0.2209191092063978
4,85,1.0
4,20,0.8363522668056279
4,106,0.6755080771235018
4,137,0.6276498176133403
4,14,0.6033246482542991
4,30,0.5912767066180302
4,19,0.5865242313705055
4,119,0.5248671182907765
4,99,0.46094841063053676
4,23,0.4113705054715998
4,130,0.3987806149035956
4,77,0.3901719645648775
4,45,0.3350911933298593
4,112,0.3255862428348098
4,2,0.2791453882230328
4,9,0.23521625846795205
4,48,0.22906722251172484
4,29,0.20991141219385095
4,140,0.20735799895779053
4,44,0.2050755601875977
4,43,0.19661281917665452
4,32,0.185450755601876
4,131,0.18136529442417926
4,26,0.18027097446586765
4,96,0.17465346534653464
5,81,1.0
5,127,0.7834062127321256
5,114,0.666964809661726
5,150,0.4335377742442312
5,4,0.35577450924716525
5,3,0.3220038995210782
5,65,0.31584701005167815
5,23,0.2518929713972022
5,36,0.24918602229920306
5,146,0.24244704412516327
5,5,0.22173793703977132
5,97,0.17891892403505782
5,21,0.16647736952694644
5,14,0.1657296458250516
5,50,0.1642010714218108
5,95,0.1575141499611941
5,149,0.11702822420353229
5,139,0.10908720919226911
5,142,0.09414220001135783
5,119,0.09382985973081946
5,106,0.09329982773960285
5,100,0.08954227951615651
5,161,0.08754992712060121
5,26,0.08495655630643421
5,91,0.08016260624301967
6,1,1.0
6,123,0.40490314921493115
6,157,0.37445871192210456
6,131,0.24299767214838178
6,58,0.23891052253296002
6,82,0.19982693084743097
6,62,0.17090936397086431
6,29,0.15226867198031874
6,69,0.14147330479837802
6,112,0.13947085179344698
6,68,0.13660305302567075
6,113,0.13195807721601818
6,72,0.12374444408686355
6,18,0.11320295933947658
6,14,0.10282596180320894
6,2,0.10253989708821878
6,101,0.10219304362129322
6,155,0.10216443714979422
6,95,0.10109169446858116
6,114,0.10066974901397069
6,57,0.1001727115716753
6,9,0.09703315132465842
6,144,0.08861212127713591
6,97,0.08176087135312186
6,31,0.08078825132215535
7,35,1.0
7,142,0.8117000180277627
7,3,0.5519199567333694
7,74,0.5415089237425635
7,126,0.4857129980169461
7,71,0.45758968811970435
7,18,0.45191094285199207
7,25,0.4433026861366504
7,50,0.43149450153235985
7,97,0.4202722192175951
7,133,0.4039120245177574
7,110,0.38719127456282676
7,51,0.36763115197404
7,0,0.35965386695511087
7,8,0.35329908058409953
7,11,0.3488822787092122
7,152,0.3360825671534163
7,154,0.3116098792139895
7,112,0.3006580133405444
7,36,0.29984676401658555
7,39,0.28826392644672794
