MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Hecarim,1.0
MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Irelia,0.9784018804176787
MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Syndra,0.4742776755337726
MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Galio,0.45605818621314803
MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Kindred,0.2342615083367015
MzEBGR0jRhrI5WavtCro_wPmhfpSPhxyrWd6F48ZY4aH4j8W,Mordekaiser,0.19291939553518522
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,MasterYi,1.0
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,Khazix,0.671359945560656
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,Shaco,0.3789128278471085
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,Jax,0.35797905469308666
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,Nasus,0.2868503610066665
rQWBQkCQ9MFrlEamQDtI8_pvja2p6oZmN5yBwIBxNtVjJRzO,Vladimir,0.2550863878572582
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Nautilus,1.0
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Ornn,0.9203432310400245
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Kaisa,0.6097707966633504
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Maokai,0.5065527665110584
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Fiora,0.5059979337261804
cAP0FM-Cf6_iPLpk9sjoU4dKQ9ExLMDcbonrUbcnOtrgNbnf,Sett,0.48030343613683324
hzpuEe7f28qlLf2LrIS0VQx9eZacbyjpYzZGoM-3EgKMgaAZ,Nasus,1.0
hzpuEe7f28qlLf2LrIS0VQx9eZacbyjpYzZGoM-3EgKMgaAZ,Cassiopeia,0.8363522668056279
hzpuEe7f28qlLf2LrIS0VQx9eZacbyjpYzZGoM-3EgKMgaAZ,Rengar,0.6755080771235018
